Period;Currency;Rate
2022-06-01;AUD;1.4861
2022-06-03;MXN;20.985
2022-06-08;CAD;1.3467
2022-06-08;GBP;0.85575
2022-06-09;SEK;10.5045
2022-06-13;MXN;21.2102
2022-06-18;USD;1.0486
2022-06-18;GBP;0.855
2022-06-29;GBP;0.86461
2022-07-12;MXN;20.8883
2022-07-16;AUD;1.4886
2022-07-21;USD;1.0199
2022-07-25;GBP;0.84813
2022-07-31;SEK;10.3875
2022-08-01;CAD;1.3076
2022-08-06;AUD;1.4713
2022-08-08;USD;1.0199
2022-08-08;SEK;10.365
2022-08-11;GBP;0.84575
2022-08-11;MXN;20.6398
2022-08-13;USD;1.0285
2022-08-13;CAD;1.3148
2022-08-14;MXN;20.4925
2022-08-12;SEK;10.4515
2022-08-16;SEK;10.5365
2022-08-24;USD;0.9934
2022-08-25;SEK;10.5525
2022-08-26;CAD;1.2944
2022-08-28;CAD;1.2944
2022-08-31;CAD;1.3111
2022-09-08;GBP;0.86656
2022-09-10;MXN;19.991
2022-09-17;GBP;0.874
2003-07-29;AUD;1.726
2003-07-31;GBP;0.7019
2003-08-01;CAD;1.5709
2003-08-05;AUD;1.758
2003-08-08;USD;1.1326
2003-08-14;MXN;12.0909
2003-08-17;CAD;1.5659
2003-08-19;USD;1.1065
2003-08-23;CAD;1.5375
2003-08-30;AUD;1.7012
2003-08-30;MXN;12.0804
2003-09-08;AUD;1.7129
2003-09-09;CAD;1.5253
2003-09-17;CAD;1.5338
2003-09-17;MXN;12.1958
2003-09-19;AUD;1.6897
2003-10-02;SEK;8.988
2003-10-11;USD;1.1788
2003-10-12;SEK;9.002
2003-10-21;AUD;1.6784
2003-11-01;MXN;12.8259
2003-11-05;CAD;1.5279
2003-11-08;AUD;1.6147
2003-11-11;MXN;12.5957
2003-11-13;MXN;13.0154
2003-11-16;MXN;13.1348
2003-11-22;AUD;1.645
2003-12-01;USD;1.2019
2003-12-21;SEK;9.1085
2003-12-22;AUD;1.692
2003-12-25;USD;
2003-12-31;AUD;1.6802
2004-01-04;GBP;0.70545
2004-01-08;MXN;13.7347
2004-01-10;CAD;1.6282
2004-01-27;MXN;13.6626
2004-01-28;USD;1.2563
2004-02-01;MXN;13.7733
2004-02-07;SEK;9.1175
2004-02-22;AUD;1.6117
2004-02-29;MXN;13.7461
2004-03-06;AUD;1.625
2004-03-09;GBP;0.6721
2004-03-17;MXN;13.5013
2004-03-18;GBP;0.67215
2004-03-24;AUD;1.6337
2004-03-25;CAD;1.6283
2004-03-29;MXN;13.4659
2004-03-30;GBP;0.6681
2004-04-04;MXN;13.7741
2004-04-09;SEK;
2004-04-14;SEK;9.1755
2004-04-17;CAD;1.608
2004-04-26;MXN;13.4224
2004-05-02;GBP;0.6737
2004-05-08;AUD;1.6782
2004-05-14;SEK;9.164
2004-05-20;USD;1.1922
2004-05-22;MXN;13.8097
2004-05-31;GBP;0.66475
2004-06-06;CAD;1.6604
2004-06-13;MXN;13.6675
2004-06-19;AUD;1.7523
2004-06-19;MXN;13.6531
2004-06-20;SEK;9.1485
2004-06-22;SEK;9.162
2004-07-01;GBP;0.6701
2004-07-04;AUD;1.7303
2004-07-03;GBP;0.6687
2004-07-09;SEK;9.1845
2004-07-14;AUD;1.7069
2004-07-16;USD;1.2353
2004-07-17;MXN;14.1907
2004-07-30;AUD;1.7165
2004-08-07;AUD;1.7158
2004-08-06;CAD;1.5922
2004-08-07;SEK;9.1821
2004-08-12;MXN;14.0103
2004-08-17;MXN;14.0295
2004-08-26;USD;1.21
2004-09-10;CAD;1.5789
2004-09-11;CAD;1.5789
2004-09-13;CAD;1.5816
2004-09-16;MXN;14.0049
2004-09-17;AUD;1.7441
2004-09-28;SEK;9.0558
2004-10-06;GBP;0.6895
2004-10-08;CAD;1.5475
2004-10-11;MXN;13.9367
2004-10-16;MXN;14.2679
2004-10-25;MXN;14.7579
2004-10-26;AUD;1.7123
2004-11-01;USD;1.2748
2004-11-07;GBP;0.69775
2004-11-05;MXN;14.7067
2004-11-06;SEK;9.108
2004-11-13;AUD;1.6861
2004-11-13;GBP;0.7006
2004-11-19;MXN;14.7443
2004-12-01;MXN;14.8734
2004-12-12;CAD;1.6225
2004-12-10;GBP;0.6912
2004-12-15;CAD;1.6479
2004-12-17;CAD;1.6351
2004-12-25;USD;1.3542
2004-12-26;CAD;1.6631
2004-12-27;AUD;1.7526
2005-01-01;AUD;1.7459
2005-01-09;CAD;1.6226
2005-01-21;GBP;0.6953
2005-02-09;USD;1.2762
2005-02-18;MXN;14.4443
2005-02-24;SEK;9.0734
2005-03-05;USD;1.3115
2005-03-05;GBP;0.6876
2005-03-06;MXN;14.5748
2005-03-13;SEK;9.063
2005-03-16;SEK;9.09
2005-03-22;SEK;9.1392
2005-03-29;CAD;1.5683
2005-04-05;SEK;9.1765
2005-04-25;MXN;14.3698
2005-04-27;MXN;14.3465
2005-04-28;GBP;0.6773
2005-05-06;SEK;9.1633
2005-05-10;USD;1.2854
2005-05-13;SEK;9.2067
2005-05-16;USD;1.2616
2005-05-17;CAD;1.6049
2005-05-25;MXN;13.7614
2005-06-03;CAD;1.5311
2005-06-05;MXN;13.2765
2005-06-30;SEK;9.4259
2005-07-09;AUD;1.6089
2005-07-10;GBP;0.6863
2005-07-13;GBP;0.6899
2005-07-19;AUD;1.5985
2005-07-23;USD;1.2143
2005-07-24;USD;1.2143
2005-08-07;USD;1.2386
2005-08-22;SEK;9.3658
2005-08-30;USD;1.2181
2005-08-31;GBP;0.6829
2005-09-10;SEK;9.337
2005-09-21;AUD;1.5834
2005-09-25;AUD;1.5935
2005-09-24;MXN;13.1404
2005-09-27;USD;1.2005
2005-10-03;CAD;1.3903
2005-10-05;CAD;1.4027
2005-10-24;MXN;12.9717
2005-10-25;MXN;13.0408
2005-10-26;SEK;9.493
2005-10-31;MXN;13.0177
2005-11-03;AUD;1.6222
2005-11-08;USD;1.1741
2005-11-14;MXN;12.5391
2005-11-26;MXN;12.4883
2005-11-29;USD;1.1793
2005-12-07;MXN;12.2027
2005-12-17;AUD;1.6122
2005-12-18;MXN;12.9074
2005-12-22;USD;1.1822
2005-12-22;CAD;1.3799
2005-12-24;SEK;9.46
2005-12-30;CAD;1.3725
2005-12-30;SEK;9.3885
2006-01-14;CAD;1.3972
2006-01-15;MXN;12.7633
2006-01-29;SEK;9.2584
2006-02-01;SEK;9.2352
2006-02-03;AUD;1.6037
2006-02-05;CAD;1.3821
2006-02-13;CAD;1.3741
2006-02-17;USD;1.1863
2006-02-28;SEK;9.449
2006-03-01;USD;1.1954
2006-03-02;MXN;12.4825
2006-03-07;USD;1.1913
2006-03-08;CAD;1.3733
2006-03-19;USD;1.2185
2006-03-18;MXN;12.9582
2006-03-23;USD;1.2055
2006-03-29;SEK;9.4148
2006-04-02;MXN;13.2164
2006-04-05;USD;1.2262
2006-05-03;USD;1.2622
2006-05-03;MXN;13.8354
2006-05-04;MXN;13.8305
2006-05-06;USD;1.2688
2006-05-09;MXN;13.9067
2006-05-10;GBP;0.6861
2006-05-12;AUD;1.6609
2006-05-19;USD;1.2767
2006-05-25;GBP;0.68315
2006-05-28;MXN;14.2738
2006-05-28;SEK;9.3065
2006-06-01;SEK;9.2655
2006-06-05;USD;1.2958
2006-06-08;AUD;1.71
2006-06-08;GBP;0.6903
2006-06-13;GBP;0.68335
2006-06-16;GBP;0.6829
2006-06-17;MXN;14.3903
2006-06-23;USD;1.2502
2006-06-29;USD;1.2529
2006-07-06;USD;1.2735
2006-07-10;CAD;1.4335
2006-07-15;CAD;1.4289
2006-07-24;MXN;13.8262
2006-07-25;SEK;9.2655
2006-07-26;AUD;1.6599
2006-07-29;GBP;0.6825
2006-07-31;CAD;1.4346
2006-08-07;AUD;1.6863
2006-08-10;SEK;9.189
2006-08-11;SEK;9.1948
2006-08-14;AUD;1.6692
2006-08-14;SEK;9.2005
2006-08-20;AUD;1.6879
2006-08-18;MXN;13.8399
2006-08-27;CAD;1.4122
2006-08-25;SEK;9.2231
2006-09-04;SEK;9.3177
2006-09-08;USD;1.2713
2006-09-08;CAD;1.4155
2006-09-14;AUD;1.6839
2006-09-18;GBP;0.6748
2006-09-29;MXN;13.9283
2006-10-09;CAD;1.4154
2006-10-10;SEK;9.274
2006-10-14;USD;1.255
2006-10-30;CAD;1.4255
2006-11-01;SEK;9.2017
2006-11-06;CAD;1.4418
2006-11-11;CAD;1.4531
2006-11-12;GBP;0.6723
2006-11-10;MXN;14.0444
2006-11-23;AUD;1.6725
2006-12-01;USD;1.3244
2006-12-04;GBP;0.6734
2006-12-12;USD;1.3244
2006-12-12;SEK;9.0605
2006-12-13;AUD;1.6811
2006-12-21;AUD;1.6785
2006-12-24;USD;1.3192
2006-12-24;CAD;1.524
2006-12-24;MXN;14.2948
2007-01-04;CAD;1.539
2007-01-14;GBP;0.66165
2007-01-19;AUD;1.6453
2007-01-22;GBP;0.65485
2007-01-25;CAD;1.5287
2007-01-29;MXN;14.2965
2007-02-10;GBP;0.66755
2007-02-20;AUD;1.6709
2007-02-24;AUD;1.663
2007-03-10;SEK;9.2933
2007-03-13;MXN;14.7636
2007-03-19;SEK;9.2916
2007-03-21;SEK;9.3034
2007-03-23;GBP;0.6778
2007-04-12;GBP;0.6807
2007-04-13;GBP;0.6809
2007-04-14;GBP;0.6809
2007-04-18;MXN;14.9298
2007-04-21;CAD;1.5334
2007-04-22;SEK;9.1953
2007-04-27;GBP;0.68225
2007-04-30;USD;1.3605
2007-05-02;SEK;9.165
2007-05-06;SEK;9.1575
2007-05-07;SEK;9.1655
2007-05-18;AUD;1.6401
2007-05-18;CAD;1.4767
2007-05-18;MXN;14.5893
2007-05-27;USD;1.3441
2007-05-31;CAD;1.4388
2007-06-02;MXN;14.4303
2007-06-02;SEK;9.316
2007-06-04;AUD;1.6177
2007-06-15;GBP;0.67595
2007-06-16;MXN;14.4789
2007-06-15;SEK;9.427
2007-06-19;AUD;1.5876
2007-06-19;MXN;14.4533
2007-06-27;MXN;14.6391
2007-06-28;USD;1.3467
2007-06-29;MXN;14.5956
2007-07-04;USD;1.3618
2007-07-10;USD;1.3666
2007-07-17;AUD;1.5755
2007-07-25;SEK;9.2103
2007-07-30;CAD;1.46
2007-07-31;CAD;1.454
2007-08-11;CAD;1.4399
2007-08-15;USD;1.3476
2007-08-17;USD;1.3454
2007-08-21;SEK;9.3645
2007-08-24;GBP;0.67885
2007-09-02;GBP;0.67795
2007-09-03;GBP;0.67575
2007-09-06;USD;1.3669
2007-09-10;AUD;1.6757
2007-09-16;MXN;15.4122
2007-09-18;CAD;1.4226
2007-09-23;SEK;9.206
2007-09-29;MXN;15.4901
2007-10-01;GBP;0.69735
2007-10-08;CAD;1.3863
2007-10-08;GBP;0.69125
2007-10-10;USD;1.4146
2007-10-17;CAD;1.387
2007-11-02;CAD;1.3531
2007-11-04;GBP;0.6951
2007-11-05;AUD;1.5765
2007-11-05;SEK;9.258
2007-11-08;SEK;9.262
2007-11-22;AUD;1.7011
2007-11-22;GBP;0.71855
2007-11-26;AUD;1.684
2007-11-26;MXN;16.2924
2008-02-20;MXN;15.8063
2008-02-24;SEK;9.304
2008-03-08;SEK;9.3911
2008-03-10;AUD;1.6601
2008-03-14;MXN;16.7001
2008-03-22;MXN;
2008-03-24;GBP;
2008-04-07;MXN;16.5404
2008-04-12;GBP;0.8017
2008-04-14;SEK;9.406
2008-04-16;AUD;1.7069
2008-04-17;USD;1.5872
2008-04-18;CAD;1.5957
2008-04-20;GBP;0.7907
2008-04-26;USD;1.5596
2008-04-25;AUD;1.6744
2008-04-26;GBP;0.78605
2008-04-28;GBP;0.7847
2008-05-07;CAD;1.5462
2008-05-08;SEK;9.302
2008-05-09;USD;1.5458
2008-05-14;USD;1.5439
2008-05-24;SEK;9.3024
2008-05-28;SEK;9.322
2008-05-29;AUD;1.6214
2008-05-29;CAD;1.5302
2008-05-29;GBP;0.7866
2008-06-04;AUD;1.61
2008-06-04;GBP;0.7902
2008-06-04;MXN;15.9609
2008-06-17;AUD;1.6472
2008-06-21;USD;1.561
2008-06-28;SEK;9.4263
2008-07-02;CAD;1.6142
2008-07-06;GBP;0.7908
2008-07-08;AUD;1.6476
2008-07-18;GBP;0.79315
2008-07-21;GBP;0.7946
2008-07-23;USD;1.5741
2008-07-29;USD;1.5705
2008-07-29;GBP;0.78975
2008-07-30;USD;1.5589
2008-08-07;USD;1.5471
2008-08-08;MXN;15.2624
2008-08-10;SEK;9.3945
2008-08-12;USD;1.4907
2008-08-19;SEK;9.36
2008-08-21;GBP;0.7936
2008-08-23;SEK;9.3777
2008-09-04;USD;1.4488
2008-09-04;CAD;1.5344
2008-09-07;AUD;1.7608
2008-09-07;MXN;15.0277
2008-09-06;SEK;9.4789
2008-09-11;AUD;1.7524
2008-09-11;GBP;0.7941
2008-09-14;GBP;0.7962
2008-09-12;SEK;9.5173
2008-09-23;SEK;9.5924
2008-09-28;SEK;9.687
2008-09-29;MXN;15.5603
2008-10-06;USD;1.3634
2008-10-07;CAD;1.4991
2008-10-07;MXN;16.2084
2008-10-13;GBP;0.7854
2008-10-22;AUD;1.9073
2008-10-24;GBP;0.8061
2008-10-27;CAD;1.5969
2008-11-03;CAD;1.534
2008-11-04;USD;1.282
2008-11-04;AUD;1.8554
2008-11-07;CAD;1.5224
2008-11-07;MXN;16.5573
2008-11-15;MXN;16.4395
2008-11-16;SEK;9.9948
2008-11-19;SEK;10.1375
2008-11-28;USD;1.2727
2008-12-03;GBP;0.85475
2008-12-08;GBP;0.8651
2008-12-11;AUD;1.9889
2008-12-13;GBP;0.89235
2008-12-16;CAD;1.6832
2008-12-25;CAD;
2009-01-04;USD;1.3866
2009-01-10;USD;1.3684
2009-01-10;CAD;1.6186
2009-01-12;AUD;1.9478
2009-01-19;USD;1.3182
2009-01-25;CAD;1.6087
2009-01-29;GBP;0.91725
2009-01-30;GBP;0.89785
2009-02-07;GBP;0.8706
2009-02-07;MXN;18.3271
2009-02-11;USD;1.2938
2009-02-13;USD;1.2823
2009-02-22;MXN;18.5969
2009-02-26;GBP;0.8913
2009-03-04;CAD;1.6156
2009-03-06;GBP;0.89
2009-03-19;GBP;0.9405
2009-03-22;GBP;0.9395
2009-03-30;SEK;10.9662
2009-04-01;MXN;18.5914
2009-04-02;AUD;1.8797
2009-04-03;SEK;10.7751
2009-04-06;SEK;10.74
2009-04-16;GBP;0.8856
2009-04-21;SEK;11.176
2009-04-26;GBP;0.906
2009-05-04;SEK;10.6665
2009-05-06;MXN;17.6967
2009-05-12;CAD;1.5865
2009-05-13;CAD;1.5832
2009-06-01;GBP;0.868
2009-06-01;SEK;10.5965
2009-06-06;USD;1.4177
2009-06-08;CAD;1.5548
2009-06-11;AUD;1.7209
2009-06-12;MXN;18.7584
2009-06-18;AUD;1.7528
2009-06-20;GBP;0.84715
2009-06-24;AUD;1.7566
2009-06-27;USD;1.4096
2009-06-29;AUD;1.7451
2009-07-03;CAD;1.6203
2009-07-07;MXN;18.51
2009-07-12;SEK;11.0022
2009-07-13;SEK;11.0518
2009-07-25;MXN;18.7555
2009-08-01;AUD;1.706
2009-08-03;GBP;0.8492
2009-08-04;SEK;10.3043
2009-08-16;AUD;1.6939
2009-08-17;CAD;1.5621
2009-08-17;SEK;10.288
2009-08-24;SEK;10.1046
2009-08-26;CAD;1.557
2009-08-29;SEK;10.148
2009-09-16;CAD;1.5696
2009-09-19;AUD;1.6934
2009-09-19;SEK;10.1125
2009-09-25;SEK;10.1538
2009-09-30;AUD;1.6596
2009-10-04;USD;1.4537
2009-10-19;GBP;0.9143
2009-10-26;CAD;1.5872
2009-10-26;MXN;19.5758
2009-11-06;CAD;1.5923
2009-11-11;MXN;19.7323
2009-11-16;MXN;19.4395
2009-11-19;AUD;1.6193
2009-11-25;MXN;19.3952
2009-12-02;USD;1.509
2009-12-16;CAD;1.5432
2009-12-17;GBP;0.88995
2009-12-18;MXN;18.5217
2009-12-20;MXN;18.5217
2009-12-26;GBP;
2009-12-28;USD;1.4405
2010-01-01;SEK;
2010-01-05;CAD;1.4952
2010-01-10;SEK;10.2255
2010-01-15;CAD;1.4752
2010-01-17;GBP;0.88105
2010-01-20;SEK;10.1165
2010-02-01;AUD;1.5748
2010-02-03;GBP;0.8762
2010-02-04;SEK;10.133
2010-02-05;AUD;1.5822
2010-02-08;USD;1.3675
2010-02-14;CAD;1.4269
2010-02-23;AUD;1.507
2010-02-27;CAD;1.4354
2010-03-08;SEK;9.6794
2010-03-16;MXN;17.1894
2010-03-29;GBP;0.8994
2010-04-02;CAD;
2010-04-02;MXN;
2010-04-07;USD;1.334
2010-04-08;MXN;16.3839
2010-04-11;MXN;16.3178
2010-04-15;CAD;1.3536
2010-04-16;AUD;1.4519
2010-04-17;GBP;0.8771
2010-04-19;AUD;1.4625
2010-04-24;MXN;16.2215
2010-05-07;USD;1.2746
2010-05-10;CAD;1.3249
2010-05-12;SEK;9.5781
2010-05-15;CAD;1.2832
2010-05-18;AUD;1.4178
2010-05-19;MXN;15.7547
2010-05-23;GBP;0.87035
2010-05-23;SEK;9.831
2010-05-28;GBP;0.84995
2010-05-29;GBP;0.84995
2010-05-31;SEK;9.623
2010-06-09;USD;1.201
2010-06-11;CAD;1.2501
2010-06-15;AUD;1.4301
2010-06-20;USD;1.2372
2010-06-20;MXN;15.5454
2010-06-21;SEK;9.5178
2010-06-26;GBP;0.8236
2010-06-25;SEK;9.561
2010-06-30;AUD;1.4403
2010-06-30;SEK;9.5259
2010-07-04;USD;1.2548
2010-07-02;AUD;1.4864
2010-07-10;MXN;16.1465
2010-07-15;AUD;1.4504
2010-07-19;AUD;1.4943
2010-07-22;CAD;1.3388
2010-07-29;MXN;16.5578
2010-08-10;MXN;16.664
2010-08-14;MXN;16.3059
2010-08-20;MXN;16.218
2010-08-29;CAD;1.3487
2010-09-04;MXN;16.7443
2010-09-12;SEK;9.2019
2010-09-13;SEK;9.184
2010-09-15;GBP;0.8355
2010-09-20;GBP;0.8383
2010-10-07;MXN;17.4122
2010-10-16;AUD;1.4142
2010-11-04;GBP;0.87585
2010-11-08;MXN;17.0462
2010-11-11;CAD;1.3742
2010-11-14;AUD;1.3835
2010-11-15;SEK;9.369
2010-11-16;MXN;16.737
2010-11-21;AUD;1.3903
2010-11-23;USD;1.3496
2010-11-26;USD;1.3225
2010-12-02;MXN;16.3014
2010-12-02;SEK;9.1531
2010-12-08;SEK;9.1484
2010-12-18;AUD;1.3428
2010-12-19;AUD;1.3428
2010-12-19;SEK;9.0223
2010-12-23;AUD;1.3049
2010-12-23;SEK;8.963
2010-12-26;USD;1.3099
2010-12-27;USD;1.3136
2011-01-06;AUD;1.3138
2011-01-08;CAD;1.2867
2011-01-19;AUD;1.3425
2011-01-23;USD;1.3521
2011-02-11;USD;1.3524
2011-02-23;USD;1.3731
2011-02-28;USD;1.3834
2011-03-06;MXN;16.724
2011-03-04;SEK;8.835
2011-03-19;CAD;1.3894
2011-04-07;AUD;1.3614
2011-04-07;GBP;0.8759
2011-04-09;AUD;1.3687
2011-04-11;AUD;1.37
2011-04-16;MXN;16.9542
2011-04-19;MXN;16.7398
2011-04-20;USD;1.4515
2011-04-23;GBP;
2011-04-26;CAD;1.3929
2011-04-30;GBP;0.8917
2011-05-04;USD;1.4882
2011-05-07;USD;1.4501
2011-05-08;GBP;0.8839
2011-05-12;GBP;0.87015
2011-05-24;USD;1.4089
2011-06-04;MXN;16.8821
2011-06-09;SEK;9.0605
2011-06-13;AUD;1.3584
2011-06-17;SEK;9.1887
2011-06-24;CAD;1.3961
2011-07-12;AUD;1.3184
2011-07-16;MXN;16.551
2011-07-20;GBP;0.88065
2011-07-24;SEK;9.0787
2011-07-26;GBP;0.88235
2011-08-01;GBP;0.87955
2011-08-06;MXN;17.0327
2011-08-11;AUD;1.3875
2011-08-11;GBP;0.8757
2011-08-14;USD;1.425
2011-08-18;GBP;0.8706
2011-08-24;GBP;0.8771
2011-09-01;USD;1.4285
2011-09-01;SEK;9.096
2011-09-04;CAD;1.3944
2011-09-12;GBP;0.86015
2011-09-14;AUD;1.3401
2011-09-18;CAD;1.3562
2011-09-16;SEK;9.161
2011-09-19;USD;1.3641
2011-09-21;MXN;18.32
2011-09-29;USD;1.3615
2011-10-04;CAD;1.3923
2011-10-27;GBP;0.8763
2011-11-25;AUD;1.3664
2011-11-29;GBP;0.85365
2011-12-03;MXN;18.241
2011-12-07;AUD;1.3043
2011-12-12;CAD;1.3576
2011-12-20;GBP;0.8368
2011-12-26;AUD;
2012-01-03;CAD;1.317
2012-01-06;USD;1.2776
2012-01-09;GBP;0.824
2012-01-16;MXN;17.1633
2012-01-18;MXN;17.1517
2012-01-24;AUD;1.2429
2012-01-26;CAD;1.3166
2012-01-29;CAD;1.3129
2012-02-04;AUD;1.2311
2012-02-05;SEK;8.848
2012-02-06;USD;1.3042
2012-02-08;MXN;16.8232
2012-02-12;SEK;8.8065
2012-02-13;SEK;8.8098
2012-02-16;SEK;8.8065
2012-02-22;AUD;1.2441
2012-02-28;USD;1.3454
2012-03-08;SEK;8.8894
2012-03-12;AUD;1.2498
2012-03-14;USD;1.3062
2012-03-14;MXN;16.4549
2012-03-14;SEK;8.883
2012-03-24;GBP;0.8363
2012-03-26;CAD;1.3223
2012-03-26;MXN;16.8545
2012-04-02;AUD;1.2841
2012-04-02;SEK;8.8052
2012-04-07;USD;
2012-04-13;AUD;1.264
2012-04-17;MXN;17.2779
2012-04-19;SEK;8.8416
2012-04-22;AUD;1.2738
2012-04-29;USD;1.3229
2012-05-04;SEK;8.9041
2012-05-07;GBP;0.80647
2012-05-11;USD;1.2944
2012-05-14;SEK;9.002
2012-06-11;CAD;1.2855
2012-06-16;MXN;17.5336
2012-06-20;GBP;0.806
2012-06-23;GBP;0.8042
2012-06-24;SEK;8.8008
2012-06-26;AUD;1.2432
2012-07-04;CAD;1.2726
2012-07-08;AUD;1.2058
2012-07-07;SEK;8.6576
2012-07-12;CAD;1.2461
2012-07-14;CAD;1.2391
2012-07-19;USD;1.2287
2012-07-21;CAD;1.2323
2012-07-23;AUD;1.1784
2012-07-23;MXN;16.3715
2012-08-04;USD;1.2245
2012-08-17;AUD;1.1829
2012-08-17;CAD;1.2195
2012-08-26;MXN;16.5368
2012-08-27;MXN;16.5109
2012-09-04;AUD;1.2267
2012-09-05;USD;1.2578
2012-09-07;MXN;16.5019
1999-01-14;GBP;0.7062
1999-01-16;USD;1.1626
1999-01-17;GBP;0.7039
1999-01-17;MXN;12.8495
1999-01-21;AUD;1.8171
1999-01-21;CAD;1.7529
1999-01-21;GBP;0.7023
1999-01-23;GBP;0.7005
1999-01-25;AUD;1.8317
1999-01-29;USD;1.1384
1999-02-01;AUD;1.7882
1999-02-05;GBP;0.6885
1999-02-10;MXN;11.4446
1999-02-11;AUD;1.7427
1999-02-12;GBP;0.6917
1999-02-15;GBP;0.6895
1999-02-21;AUD;1.7502
1999-03-06;CAD;1.6489
1999-03-13;CAD;1.6658
1999-03-18;USD;1.1012
1999-03-18;SEK;8.938
1999-03-21;AUD;1.7316
1999-03-20;CAD;1.6543
1999-03-23;CAD;1.6415
1999-03-24;CAD;1.647
1999-03-26;GBP;0.665
1999-03-29;AUD;1.6904
1999-04-01;CAD;1.6205
1999-04-04;USD;1.0772
1999-04-03;MXN;10.265
1999-04-09;USD;1.0778
1999-04-16;CAD;1.5851
1999-04-16;SEK;8.8825
1999-04-20;SEK;8.899
1999-04-22;USD;1.0581
1999-04-25;AUD;1.6257
1999-05-02;CAD;1.5519
1999-05-08;GBP;0.661
1999-05-07;MXN;10.0965
1999-05-12;GBP;0.6577
1999-05-18;MXN;9.9578
1999-05-20;SEK;8.9965
1999-05-22;AUD;1.5906
1999-06-03;MXN;10.0804
1999-06-18;CAD;1.5215
1999-06-22;AUD;1.5847
1999-06-29;USD;1.0364
1999-07-11;CAD;1.5003
1999-07-10;GBP;0.6577
1999-07-29;AUD;1.6455
1999-08-09;MXN;10.1447
1999-08-09;SEK;8.782
1999-08-10;GBP;0.6655
1999-08-13;AUD;1.6383
1999-08-15;AUD;1.6383
1999-08-13;CAD;1.5826
1999-08-18;MXN;9.7766
1999-09-02;MXN;10.001
1999-09-05;USD;1.0682
1999-09-10;AUD;1.6144
1999-09-13;MXN;9.6526
1999-09-14;CAD;1.5235
1999-09-18;USD;1.0397
1999-09-18;AUD;1.6013
1999-09-17;MXN;9.717
1999-09-20;AUD;1.6168
1999-09-21;CAD;1.5326
1999-09-24;SEK;8.6215
1999-09-28;GBP;0.6362
1999-10-05;CAD;1.5678
1999-10-06;USD;1.0737
1999-10-06;AUD;1.6249
1999-10-10;AUD;1.6212
1999-10-11;MXN;10.0638
1999-10-21;GBP;0.6446
1999-11-02;SEK;8.6705
1999-11-04;SEK;8.7215
1999-11-14;MXN;9.6802
1999-12-13;AUD;1.5924
1999-12-22;GBP;0.6253
1999-12-23;USD;1.0089
1999-12-23;GBP;0.6265
1999-12-29;MXN;9.5044
1999-12-29;SEK;8.564
1999-12-31;GBP;
2000-01-08;USD;1.0284
2000-01-17;AUD;1.5212
2000-01-27;GBP;0.6089
2000-02-09;CAD;1.4334
2000-02-14;CAD;1.4308
2000-02-21;AUD;1.5717
2000-03-10;SEK;8.4415
2000-03-13;SEK;8.421
2000-03-16;SEK;8.4325
2000-03-20;GBP;0.6201
2000-04-01;CAD;1.3879
2000-04-05;MXN;9.0726
2000-04-06;GBP;0.6075
2000-04-09;GBP;0.6047
2000-04-13;MXN;8.9757
2000-04-23;USD;
2000-04-25;MXN;8.7463
2000-04-30;USD;0.9085
2000-05-05;SEK;8.1465
2000-05-14;GBP;0.596
2000-05-17;SEK;8.18
2000-05-18;MXN;8.5449
2000-05-19;CAD;1.3324
2000-05-24;MXN;8.6768
2000-06-04;USD;0.9355
2000-06-25;USD;0.9413
2000-06-27;SEK;8.3715
2000-06-28;CAD;1.394
2000-07-01;GBP;0.6323
2000-07-06;SEK;8.44
2000-07-14;GBP;0.6227
2000-07-28;AUD;1.5752
2000-07-30;AUD;1.5752
2000-07-30;GBP;0.615
2000-07-31;MXN;8.6859
2000-08-04;USD;0.9031
2000-08-11;AUD;1.5702
2000-08-20;GBP;0.6099
2000-08-29;SEK;8.4545
2000-09-19;AUD;1.5736
2000-09-20;SEK;8.3725
2000-09-21;USD;0.8524
2000-09-26;USD;0.8757
2000-09-27;AUD;1.615
2000-09-28;AUD;1.6073
2000-10-04;GBP;0.6003
2000-10-07;AUD;1.6308
2000-10-17;USD;0.8496
2000-10-17;SEK;8.5045
2000-10-19;CAD;1.272
2000-10-28;GBP;0.5804
2000-11-03;GBP;0.6013
2000-11-08;GBP;0.6006
2000-11-09;USD;0.8531
2000-11-27;GBP;0.5966
2000-12-03;MXN;8.2252
2000-12-07;GBP;0.6192
2000-12-31;CAD;1.3965
2001-01-05;AUD;1.6734
2001-01-05;GBP;0.6349
2001-01-15;GBP;0.6388
2001-01-18;USD;0.9404
2001-01-28;AUD;1.7043
2001-01-30;MXN;8.8627
2001-02-01;AUD;1.6962
2001-02-04;SEK;8.914
2001-02-11;USD;0.9227
2001-02-09;SEK;8.9115
2001-02-17;USD;0.9113
2001-02-25;USD;0.9064
2001-02-27;USD;0.9163
2001-02-27;AUD;1.7428
2001-03-01;SEK;9.0477
2001-03-03;USD;0.9363
2001-03-04;USD;0.9363
2001-03-04;SEK;9.041
2001-03-08;AUD;1.8321
2001-03-13;MXN;8.8936
2001-03-15;AUD;1.8353
2001-03-17;SEK;9.145
2001-03-23;MXN;8.5538
2001-03-27;AUD;1.7995
2001-04-03;GBP;0.6212
2001-04-06;SEK;9.1405
2001-04-14;CAD;
2001-04-13;SEK;
2001-04-21;MXN;8.3882
2001-04-28;GBP;0.6254
